년월,생태구역,해수수질기준,표층수온,저층수온,표층염분,저층염분,표층pH,저층pH,표층DO,저층DO,표층COD,저층COD,표층NH4-N,저층NH4-N,표층NO2-N,저층NO2-N,표층NO3-N,저층NO3-N,표층DIN,저층DIN,표층T-N,저층T-N,표층DIP,저층DIP,표층T-P,저층T-P,표층SiO2-Si,저층SiO2-Si,표층SS,저층SS,표층Chl-a,저층Chl-a,표층투명도,수거량,수거량2,정화면적,일별처리량,시설용량(톤/일)(A),방류BOD(mg/L)평균,"평균
처리효율
(%)",방류COD(mg/L)평균,방류SS(mg/L)평균,방류T-N(mg/L)평균,방류T-P(mg/L)평균,방류대장균군수(개/mL)평균
201802,동해,1,8.9363,8.9599,34.1246,34.2953,8.16,8.17,9.147258237,9.115922564,0.64,0.3,6.356,9.45,2.94,3.514,117.04,102.704,126.336,115.668,219.702,251.02,15.066,18.414,22.537,22.134,299.908,295.512,8.75,7.5,0.034,0.0274,17.4,0.026962567,75.13,796.0966667,704.0618083,2052.222222,2.107723317,0.995812328,8.747402626,1.897920993,6.960695985,0.246562688,88.65741897
201802,동해,1,9.7075,9.4557,34.338,34.318,8.18,8.19,8.961954663,9.082222296,0.79,0.5,2.926,10.178,2.604,3.416,100.8,101.206,106.33,114.8,174.37,253.218,14.167,18.29,22.196,22.227,295.848,296.324,4.25,5.15,0.0286,0.0204,19,0.026962567,75.13,796.0966667,704.0618083,2052.222222,2.107723317,0.995812328,8.747402626,1.897920993,6.960695985,0.246562688,88.65741897
201802,동해,1,9.7128,6.2083,32.5059,34.0714,8.34,8.26,8.995646222,8.964271357,0.55,0.45,8.568,9.968,2.352,1.526,109.48,158.97,120.4,170.464,223.832,236.096,15.5,25.823,24.428,30.07,327.712,390.124,8.4,6.7,0.0904,0.0232,26.3,0.026962567,75.13,796.0966667,704.0618083,2052.222222,2.107723317,0.995812328,8.747402626,1.897920993,6.960695985,0.246562688,88.65741897
201802,동해,1,10.9681,7.3155,34.3371,34.1426,8.37,8.33,8.995646222,8.964271357,0.79,0.5,6.762,10.248,2.128,2.898,105.476,149.1,114.366,162.246,172.956,216.244,14.57,24.552,23.746,31.341,314.272,380.604,7.2,5.55,0.0204,0.0296,15.7,0.026962567,75.13,796.0966667,704.0618083,2052.222222,2.107723317,0.995812328,8.747402626,1.897920993,6.960695985,0.246562688,88.65741897
201802,동해,1,10.5026,9.4905,34.2193,34.423,8.37,8.4,8.978800443,8.61041854,0.89,0.7,5.376,7.28,2.044,3.178,105.854,106.092,113.274,116.55,172.354,161.756,14.88,18.259,24.273,25.141,316.008,317.856,3.95,5.05,0.1192,0.0358,12.5,0.026962567,75.13,796.0966667,704.0618083,2052.222222,2.107723317,0.995812328,8.747402626,1.897920993,6.960695985,0.246562688,88.65741897
201802,동해,1,10.634,10.392,34.3507,34.3561,8.34,8.4,8.995646222,8.829470284,1.12,0.66,1.932,4.186,2.408,3.458,102.858,103.348,107.198,110.992,167.93,163.856,13.981,17.732,22.661,23.529,321.58,321.216,3.7,2.45,0.0296,0.0348,17.8,0.026962567,75.13,796.0966667,704.0618083,2052.222222,2.107723317,0.995812328,8.747402626,1.897920993,6.960695985,0.246562688,88.65741897
201802,동해,1,10.7003,10.2864,34.3726,34.3726,8.3,8.33,8.961954663,8.795770016,0.99,1.01,5.096,3.164,2.142,3.29,101.22,102.158,108.458,108.612,153.622,170.198,14.818,18.073,21.235,23.653,308.616,319.396,0.15,3.95,0.0312,0.028,18.5,0.026962567,75.13,796.0966667,704.0618083,2052.222222,2.107723317,0.995812328,8.747402626,1.897920993,6.960695985,0.246562688,88.65741897
201802,동해,1,10.6326,6.2086,34.3449,34.0464,8.4,8.31,8.793496869,8.913720954,0.96,0.71,11.788,6.552,2.408,1.708,102.872,159.838,117.068,168.098,175.672,229.502,13.857,25.854,22.661,32.829,322,390.572,2.35,9.55,0.0288,0.0218,19.3,0.026962567,75.13,796.0966667,704.0618083,2052.222222,2.107723317,0.995812328,8.747402626,1.897920993,6.960695985,0.246562688,88.65741897
201802,동해,1,9.2752,6.9577,33.1765,34.4451,8.38,8.32,8.860879986,8.778919881,1.36,1.09,3.542,15.302,2.422,2.464,107.394,142.016,113.358,159.782,170.52,222.88,14.291,23.932,23.87,30.907,315.112,362.824,2.45,3.3,0.0262,0.034,17.2,0.026962567,75.13,796.0966667,704.0618083,2052.222222,2.107723317,0.995812328,8.747402626,1.897920993,6.960695985,0.246562688,88.65741897
201802,동해,1,9.9853,9.2026,34.407,34.3353,8.17,8.14,8.995646222,8.441917199,0.96,0.73,0.728,6.636,3.752,4.438,101.598,118.972,106.078,130.046,183.96,214.942,17.546,21.111,20.956,24.924,337.68,395.192,3.35,2.8,0.448,0.288,13.3,0.026962567,75.13,796.0966667,704.0618083,2052.222222,2.107723317,0.995812328,8.747402626,1.897920993,6.960695985,0.246562688,88.65741897
201802,동해,1,10.0333,9.9383,34.4023,34.4039,8.14,8.15,8.860879986,9.149622832,1.26,0.71,1.75,2.632,4.928,4.844,104.874,105.784,111.552,113.26,184.072,185.486,19.158,18.507,22.196,22.816,402.584,399.308,4.055,3,0.362,0.32,16.2,0.026962567,75.13,796.0966667,704.0618083,2052.222222,2.107723317,0.995812328,8.747402626,1.897920993,6.960695985,0.246562688,88.65741897
201802,동해,1,10.1601,9.8728,34.4161,34.4181,8.18,8.19,8.995646222,8.981121491,1.41,1.38,2.184,39.536,3.864,4.186,96.978,98.994,103.026,142.716,180.18,180.782,17.67,18.073,21.731,22.134,345.548,342.356,3.35,7.95,0.486,0.47,10.2,0.026962567,75.13,796.0966667,704.0618083,2052.222222,2.107723317,0.995812328,8.747402626,1.897920993,6.960695985,0.246562688,88.65741897
201802,동해,2,10.0623,4.1148,34.353,33.991,8.15,7.95,9.298870252,9.368674576,1.16,0.93,5.376,0.28,4.326,3.164,92.372,210.28,102.074,213.724,175.49,258.874,18.259,2.232,20.739,36.735,322.476,656.488,3.25,6.6,0.534,0.1654,15.4,0.026962567,75.13,796.0966667,704.0618083,2052.222222,2.107723317,0.995812328,8.747402626,1.897920993,6.960695985,0.246562688,88.65741897
201802,동해,1,10.0358,9.7713,34.3702,34.5244,8.18,8.19,9.06302934,9.031671893,1.73,1.34,5.236,5.824,3.332,3.598,93.352,97.958,101.92,107.38,195.412,218.512,16.399,17.67,23.374,23.219,323.568,327.796,3.65,2.35,0.598,0.574,9.8,0.026962567,75.13,796.0966667,596.64,1200,1.058579882,0.998527569,5.460946746,2.200591716,9.148153846,0.107387574,41.53254438
201802,동해,1,10.0514,10.3082,34.2517,34.4371,8.19,8.2,9.096720899,8.981121491,1.12,0.94,5.726,21.644,3.612,4.424,110.656,111.118,119.994,137.186,202.818,216.622,18.011,18.538,24.676,23.281,350.84,347.732,3.85,3.75,0.512,0.486,10,0.026962567,75.13,796.0966667,596.64,1200,1.058579882,0.998527569,5.460946746,2.200591716,9.148153846,0.107387574,41.53254438
201802,동해,1,8.8125,8.8036,34.2926,34.295,8.25,8.23,9.36625337,9.301274039,1.09,0.7,2.324,2.8,3.024,3.052,89.796,89.866,95.144,95.718,170.52,121.604,16.337,16.12,22.599,19.22,298.172,303.744,7.9,2.59,0.0472,0.0478,15.3,0.026962567,75.13,796.0966667,704.0618083,2052.222222,2.107723317,0.995812328,8.747402626,1.897920993,6.960695985,0.246562688,88.65741897
201802,동해,1,9.6229,9.0924,34.216,34.3742,8.24,8.223,9.231487134,9.368674576,1.21,0.84,1.89,2.268,2.786,3.136,85.47,90.426,90.146,95.83,143.752,150.92,16.213,16.275,22.816,21.7,292.236,290.836,3.55,3.65,0.0858,0.0518,17.2,0.026962567,75.13,796.0966667,704.0618083,2052.222222,2.107723317,0.995812328,8.747402626,1.897920993,6.960695985,0.246562688,88.65741897
201802,동해,3,8.2569,7.6756,34.0756,34.3532,8.21,8.24,9.399944929,9.503475649,1.27,1.26,109.578,54.726,9.492,6.034,143.962,108.57,263.032,169.33,354.606,179.984,19.22,16.213,22.506,22.785,382.144,335.86,4.2,4.05,0.0656,0.0426,6.5,0.026962567,75.13,796.0966667,704.0618083,2052.222222,2.107723317,0.995812328,8.747402626,1.897920993,6.960695985,0.246562688,88.65741897
201802,동해,2,8.527,8.5074,34.3721,34.3756,8.24,8.22,9.332561811,9.250723637,1.21,1.08,33.376,34.16,4.816,5.46,106.428,108.444,144.62,148.064,185.08,197.456,18.724,16.43,24.149,23.281,337.008,338.912,3.55,5,0.0586,0.1336,7,0.026962567,75.13,796.0966667,704.0618083,2052.222222,2.107723317,0.995812328,8.747402626,1.897920993,6.960695985,0.246562688,88.65741897
201802,동해,2,8.5553,8.5588,34.3719,34.3709,8.22,8.23,9.399944929,9.301274039,1.24,1.01,33.782,33.516,4.858,5.278,106.288,107.828,144.928,146.622,355.208,290.416,17.763,16.461,27.559,26.257,334.208,335.804,3.6,3.5,0.0548,0.0432,7,0.026962567,75.13,796.0966667,704.0618083,2052.222222,2.107723317,0.995812328,8.747402626,1.897920993,6.960695985,0.246562688,88.65741897
201802,동해,2,8.4294,8.408,34.3878,34.4092,8.02,8.03,9.383099149,9.402374844,1.14,0.96,28.112,28.896,4.508,4.648,146.09,103.068,178.71,136.612,232.316,245.91,17.763,18.073,24.583,23.87,333.648,332.836,3.4,4.3,0.1256,0.0482,8,0.026962567,75.13,796.0966667,704.0618083,2052.222222,2.107723317,0.995812328,8.747402626,1.897920993,6.960695985,0.246562688,88.65741897
201802,동해,2,8.8072,8.8011,34.4511,34.4518,8.19,8.21,9.332561811,9.318124174,0.73,0.71,7.938,22.96,3.668,3.696,94.346,95.9,105.952,122.556,228.34,241.822,17.608,16.678,23.684,23.994,325.892,321.16,4.65,3.35,0.0628,0.0472,7.5,0.026962567,75.13,796.0966667,704.0618083,2052.222222,2.107723317,0.995812328,8.747402626,1.897920993,6.960695985,0.246562688,88.65741897
201802,동해,1,8.9355,8.9083,34.4478,34.447,8.21,8.21,9.36625337,9.318124174,0.43,0.76,12.796,8.638,3.472,3.5,93.842,95.76,110.11,107.898,234.99,227.626,17.236,17.701,24.552,24.087,328.048,325.192,3.55,4.9,0.0688,0.0494,8,0.026962567,75.13,796.0966667,704.0618083,2052.222222,2.107723317,0.995812328,8.747402626,1.897920993,6.960695985,0.246562688,88.65741897
201802,동해,2,8.9542,8.9194,34.4571,34.457,8.16,8.19,9.433636487,9.250723637,0.63,0.67,7.854,15.176,3.248,3.738,92.008,92.778,103.11,111.692,200.872,221.298,16.523,17.918,23.312,23.839,324.632,330.26,2.9,2.55,0.1214,0.0476,7.5,0.026962567,75.13,796.0966667,704.0618083,2052.222222,2.107723317,0.995812328,8.747402626,1.897920993,6.960695985,0.246562688,88.65741897
201802,동해,1,8.6439,8.6387,34.4526,34.4519,8.15,8.18,9.399944929,9.436075112,0.73,0.81,6.748,9.086,3.99,4.354,94.332,95.998,105.07,109.438,179.34,192.164,16.647,16.43,20.429,22.723,328.58,331.128,3.05,16.1,0.1096,0.0532,8,0.026962567,75.13,796.0966667,704.0618083,2052.222222,2.107723317,0.995812328,8.747402626,1.897920993,6.960695985,0.246562688,88.65741897
201802,동해,1,9.0114,9.0004,34.4522,34.4524,8.18,8.2,9.501019605,9.469775381,0.83,0.67,6.16,9.282,2.968,3.22,87.318,87.36,96.446,99.862,170.03,195.524,18.631,16.647,21.142,22.568,333.004,332.78,2.65,3.65,0.037,0.0294,8,0.026962567,75.13,796.0966667,704.0618083,2052.222222,2.107723317,0.995812328,8.747402626,1.897920993,6.960695985,0.246562688,88.65741897
201802,동해,1,9.4694,8.8537,34.3777,34.4333,8.15,8.17,9.096720899,9.217023369,0.56,0.77,2.632,5.376,3.066,3.332,90.706,93.002,96.404,101.71,194.418,195.566,16.399,17.856,22.816,22.63,318.192,320.096,2.75,4.05,0.0332,0.0984,8,0.026962567,75.13,796.0966667,704.0618083,2052.222222,2.107723317,0.995812328,8.747402626,1.897920993,6.960695985,0.246562688,88.65741897
201802,동해,1,8.8213,8.211,34.4405,34.453,8.23,8.21,9.501019605,9.368674576,0.77,0.87,4.62,6.93,2.996,3.92,89.67,92.008,97.286,102.858,175.812,178.402,17.732,17.887,21.297,22.01,312.452,322.56,3.35,3.85,0.0452,0.0672,8.5,0.026962567,75.13,796.0966667,704.0618083,2052.222222,2.107723317,0.995812328,8.747402626,1.897920993,6.960695985,0.246562688,88.65741897
201802,동해,1,8.7844,8.7928,34.3218,34.3226,8.22,8.23,9.265178693,9.183323101,0.73,0.92,8.624,9.03,3.374,3.248,107.254,100.002,119.252,112.28,181.79,158.074,18.29,18.507,22.568,22.506,280.924,282.856,3.7,3.3,0.0406,0.042,14.5,0.026962567,75.13,796.0966667,704.0618083,2052.222222,2.107723317,0.995812328,8.747402626,1.897920993,6.960695985,0.246562688,88.65741897
201802,동해,1,10.6001,10.5688,34.4204,34.4194,8.26,8.26,8.928263104,9.031671893,0.82,1.01,4.452,5.684,3.388,3.598,86.142,85.302,93.982,94.584,114.478,171.99,17.546,18.135,26.753,23.312,301.532,302.12,3.45,3.71,0.039,0.0398,11.4,0.026962567,75.13,796.0966667,704.0618083,2052.222222,2.107723317,0.995812328,8.747402626,1.897920993,6.960695985,0.246562688,88.65741897
201802,동해,1,10.6323,9.8656,34.4125,34.3325,8.22,8.21,9.012492001,8.745219613,1.54,0.96,2.758,2.758,3.878,3.612,89.39,109.746,96.026,116.116,177.058,187.32,16.306,19.995,23.064,26.629,337.4,385.56,7.95,3.95,0.053,0.039,12.4,0.026962567,75.13,796.0966667,704.0618083,2052.222222,2.107723317,0.995812328,8.747402626,1.897920993,6.960695985,0.246562688,88.65741897
201802,대한해협,1,10.5155,10.4882,34.402,34.4241,8.25,8.25,9.197795575,9.166472966,1.03,1.04,1.568,1.246,2.856,3.836,82.642,84,87.066,89.082,166.04,175.868,15.841,17.577,26.97,22.413,304.696,309.036,5.25,3.55,0.0442,0.0328,12.3,0.180232296,88.01,229.67375,2802.123631,4702.5,2.40230095,0.940775509,8.594965932,2.403474908,6.697789911,0.123555175,126.9103011
201802,대한해협,1,10.6497,9.595,34.4199,34.3381,8.25,8.22,9.164104016,8.81262015,1.44,0.76,0.658,5.726,3.15,3.906,87.094,108.374,90.902,118.006,168.77,204.33,16.337,19.716,24.676,27.032,319.788,372.68,4.4,5.75,0.1026,0.0618,10.3,0.180232296,88.01,229.67375,2802.123631,4702.5,2.40230095,0.940775509,8.594965932,2.403474908,6.697789911,0.123555175,126.9103011
201802,대한해협,1,10.5936,10.4028,34.2576,34.4003,8.23,8.23,9.096720899,9.09907243,1.42,1.09,1.974,1.974,3.598,3.948,94.416,96.138,99.988,102.06,181.608,175.224,17.174,18.507,26.04,23.002,342.132,344.148,3.7,6.1,0.056,0.0434,5.8,0.180232296,88.01,229.67375,2802.123631,4702.5,2.40230095,0.940775509,8.594965932,2.403474908,6.697789911,0.123555175,126.9103011
201802,대한해협,1,10.7075,10.4902,34.4021,34.405,8.24,8.23,9.130412458,8.947421223,1.44,0.89,1.554,3.038,3.416,4.046,93.506,92.834,98.476,99.918,180.306,175.098,16.895,17.577,24.645,22.103,328.468,330.148,5.4,5.3,0.0482,0.05,6.4,0.180232296,88.01,229.67375,2802.123631,4702.5,2.40230095,0.940775509,8.594965932,2.403474908,6.697789911,0.123555175,126.9103011
201802,대한해협,2,11.9419,9.5933,34.0963,34.2556,8.25,8.15,8.75980531,8.03751398,1.15,1.3,1.796666667,9.422,7.714,7.378,86.254,145.278,95.76466667,162.078,162.6893333,186.298,16.43,24.769,21.12133333,26.21566667,308.56,476.112,4.65,4.540816327,0.0246,0.172,6.1,0.157214963,88.01,229.67375,32052.52329,43050,0.790363541,0.993167386,11.70256586,1.12101686,5.486965037,0.105620522,75.95547945
201802,대한해협,1,11.3242,11.2563,34.3204,34.3747,8.33,8.32,8.726113751,8.391366796,1.59,1.19,16.72066667,19.978,7.616,7.742,99.638,102.34,123.9746667,130.06,183.0966667,212.604,17.639,18.879,19.95366667,24.521,338.24,339.556,8.7,3.3,0.0536,0.1108,3.1,0.157214963,88.01,229.67375,32052.52329,43050,0.790363541,0.993167386,11.70256586,1.12101686,5.486965037,0.105620522,75.95547945
201802,대한해협,2,10.7316,11.0684,34.1539,34.1593,8.32,8.32,8.625039074,8.694669211,1.57,1.05,80.72866667,47.054,10.318,9.506,152.012,137.088,243.0586667,193.648,322.1493333,278.4086667,20.925,20.305,30.07,25.296,385.756,373.632,9.8,16,0.0868,0.0344,3.2,0.157214963,88.01,229.67375,32052.52329,43050,0.790363541,0.993167386,11.70256586,1.12101686,5.486965037,0.105620522,75.95547945
201802,대한해협,2,10.3388,10.6179,33.6109,33.826,8.28,8.28,8.625039074,8.458767333,1.84,0.84,119.7,61.03533333,13.468,9.968,190.848,150.402,324.016,221.4053333,452.9933333,342.6033333,25.327,21.483,38.45033333,33.73833333,395.136,369.348,8.5,17.5,0.138,0.072,2.5,0.157214963,88.01,229.67375,32052.52329,43050,0.790363541,0.993167386,11.70256586,1.12101686,5.486965037,0.105620522,75.95547945
201802,대한해협,1,10.8472,11.2555,34.1359,34.198,8.32,8.32,8.75980531,8.627268674,1.74,1.19,72.00666667,42.966,10.612,8.806,151.312,130.522,233.9306667,182.294,341.5766667,245.3173333,21.7,19.902,33.14933333,26.45333333,367.948,359.296,9,15.9,0.0844,0.1076,2.7,0.157214963,88.01,229.67375,32052.52329,43050,0.790363541,0.993167386,11.70256586,1.12101686,5.486965037,0.105620522,75.95547945
201802,대한해협,2,10.3319,10.8776,33.5922,33.9707,8.3,8.3,8.692422192,8.526167869,1.86,1.25,106.9926667,86.912,12.852,11.886,193.13,179.13,312.9746667,277.928,452.8486667,378.994,26.04,24.8,37.93366667,33.201,403.508,397.768,12.6,7.7,0.0588,0.0816,2.6,0.157214963,88.01,229.67375,32052.52329,43050,0.790363541,0.993167386,11.70256586,1.12101686,5.486965037,0.105620522,75.95547945
201802,대한해협,2,10.7569,11.0599,33.5396,34.1401,8.3,8.3,8.4397355,8.425067065,2.06,1.09,104.6453333,52.738,11.214,9.17,173.04,141.442,288.8993333,203.35,394.6506667,268.814,21.39,21.049,31.19633333,28.59233333,385.336,369.488,11.9,2.2,0.1612,0.0832,2.4,0.157214963,88.01,229.67375,32052.52329,43050,0.790363541,0.993167386,11.70256586,1.12101686,5.486965037,0.105620522,75.95547945
201802,대한해협,3,10.6916,10.9717,33.1439,33.9825,8.28,8.3,8.304969265,8.071214248,1.97,1.22,177.3706667,80.26666667,14.224,10.164,210.098,161.364,401.6926667,251.7946667,532.35,358.8433333,21.948,21.39,33.418,30.35933333,402.836,384.468,10.7,6.2,0.1088,0.1276,1.8,0.157214963,88.01,229.67375,32052.52329,43050,0.790363541,0.993167386,11.70256586,1.12101686,5.486965037,0.105620522,75.95547945
201802,대한해협,1,11.3746,11.3074,34.3058,34.3638,8.32,8.32,8.692422192,8.256565723,1.64,1.01,23.75333333,19.20333333,7.476,7.196,111.174,107.002,142.4033333,133.4013333,209.118,208.9593333,19.282,18.693,23.45666667,21.68966667,339.276,337.82,6.6,4.2,0.0432,0.0444,3.7,0.157214963,88.01,229.67375,32052.52329,43050,0.790363541,0.993167386,11.70256586,1.12101686,5.486965037,0.105620522,75.95547945
201802,대한해협,1,11.3036,11.3264,34.3162,34.3406,8.32,8.32,8.523964398,8.509317735,1.69,0.97,29.08266667,21.69066667,7.644,8.344,123.368,111.916,160.0946667,141.9506667,242.3633333,209.1786667,20.057,19.127,24.68633333,23.42566667,349.216,344.008,5.9,7.3,0.03156,0.044,3.6,0.157214963,88.01,229.67375,32052.52329,43050,0.790363541,0.993167386,11.70256586,1.12101686,5.486965037,0.105620522,75.95547945
201802,대한해협,1,10.8627,11.1503,34.2581,34.0175,8.3,8.3,8.776651089,8.660968943,1.91,0.76,41.342,36.106,9.576,8.624,177.366,154.812,228.284,199.542,340.1393333,245.6066667,21.948,21.359,31.062,25.50266667,380.38,366.8,15,0.6,0.03756,0.0596,2.9,0.157214963,88.01,229.67375,32052.52329,43050,0.790363541,0.993167386,11.70256586,1.12101686,5.486965037,0.105620522,75.95547945
201802,대한해협,1,11.4091,11.4209,34.3021,34.369,8.33,8.32,8.658730633,8.559868138,0.92,0.8,25.98866667,23.01133333,7.322,7.448,108.92,107.212,142.2306667,137.6713333,254.8933333,190.0033333,18.29,18.29,23.42566667,20.79066667,347.9,344.148,6.7,9.8,0.03428,0.066,4.1,0.157214963,88.01,229.67375,32052.52329,43050,0.790363541,0.993167386,11.70256586,1.12101686,5.486965037,0.105620522,75.95547945
201802,대한해협,1,10.8769,11.1534,33.7001,34.0398,8.31,8.31,8.641884854,8.677819077,0.5,0.81,41.02933333,36.04066667,10.668,9.17,188.216,161.056,239.9133333,206.2666667,284.368,266.462,21.762,20.181,27.59,26.753,379.708,365.456,44.2,9.1,0.0688,0.0812,3,0.180232296,88.01,229.67375,2802.123631,4702.5,2.40230095,0.940775509,8.594965932,2.403474908,6.697789911,0.123555175,126.9103011
201802,대한해협,1,11.351,11.3474,34.3637,34.3653,8.33,8.32,8.74295953,8.660968943,0.35,0.53,21.742,21.602,7.854,7.238,104.552,106.05,134.148,134.89,208.53,197.232,18.817,18.631,25.265,23.963,343.056,334.488,19.9,8.5,0.0476,0.054,3.2,0.180232296,88.01,229.67375,2802.123631,4702.5,2.40230095,0.940775509,8.594965932,2.403474908,6.697789911,0.123555175,126.9103011
201802,대한해협,1,11.7989,11.3424,34.201,34.4201,8.25,8.23,8.74295953,8.660968943,0.5,0.7,7.532,6.552,7.056,7.448,85.428,91.056,100.016,105.056,176.19,147.056,17.174,18.135,22.909,20.739,315,329.728,4.8,18,0.022,0.0776,5.3,0.180232296,88.01,229.67375,2802.123631,4702.5,2.40230095,0.940775509,8.594965932,2.403474908,6.697789911,0.123555175,126.9103011
201802,대한해협,2,10.6389,10.4085,33.6469,33.651,8.31,8.3,8.844034207,8.863170552,0.62,0.8,43.47466667,42.31266667,12.572,12.824,200.606,208.782,256.6526667,263.9186667,341.012,292.11,27.28,21.948,32.519,25.079,386.064,387.464,16.9,9.8,0.0736,0.048,2.7,0.180232296,88.01,229.67375,2802.123631,4702.5,2.40230095,0.940775509,8.594965932,2.403474908,6.697789911,0.123555175,126.9103011
201802,대한해협,2,10.7207,10.6992,33.6446,33.7163,8.31,8.3,8.894571545,8.745219613,0.91,0.66,46.312,41.496,12.698,12.152,207.382,200.914,266.392,254.562,306.824,315.056,22.351,22.382,27.466,28.086,387.268,386.54,14.9,13.1,0.0812,0.0484,2.4,0.180232296,88.01,229.67375,2802.123631,4702.5,2.40230095,0.940775509,8.594965932,2.403474908,6.697789911,0.123555175,126.9103011
201802,대한해협,2,10.7427,11.2494,33.6503,34.1496,8.3,8.31,8.844034207,8.644118808,0.72,0.86,43.54933333,35.02333333,10.696,8.68,194.32,148.036,248.5653333,191.7393333,296.968,206.164,22.01,20.615,24.955,22.01,389.06,372.176,24.4,11.5,0.035,0.0524,2.6,0.180232296,88.01,229.67375,2802.123631,4702.5,2.40230095,0.940775509,8.594965932,2.403474908,6.697789911,0.123555175,126.9103011
201802,대한해협,1,11.1101,11.3291,33.9138,34.3494,8.32,8.32,8.860879986,8.644118808,0.55,0.66,42.21466667,20.29066667,9.002,7.476,146.846,111.342,198.0626667,139.1086667,271.474,212.324,20.522,18.476,26.474,26.753,374.752,355.292,9.2,8.9,0.1016,0.0404,2.9,0.180232296,88.01,229.67375,2802.123631,4702.5,2.40230095,0.940775509,8.594965932,2.403474908,6.697789911,0.123555175,126.9103011
201802,대한해협,1,11.3043,11.2647,34.2615,34.2631,8.32,8.32,8.675576413,8.593568406,0.72,0.73,31.76133333,39.13,7.448,7.7,122.248,127.008,161.4573333,173.838,169.736,236.698,19.313,18.817,20.088,26.939,350.812,351.652,18.7,7,0.02864,0.0456,3.9,0.180232296,88.01,229.67375,2802.123631,4702.5,2.40230095,0.940775509,8.594965932,2.403474908,6.697789911,0.123555175,126.9103011
201802,대한해협,1,11.3046,11.282,34.2668,34.3457,8.32,8.32,8.675576413,8.492467601,0.64,0.89,24.64466667,21.37333333,7.546,7.434,120.638,113.806,152.8286667,142.6133333,221.158,213.276,19.251,18.6,23.436,24.862,347.004,341.628,18.9,6.4,0.0444,0.046,3.3,0.180232296,88.01,229.67375,2802.123631,4702.5,2.40230095,0.940775509,8.594965932,2.403474908,6.697789911,0.123555175,126.9103011
201802,대한해협,1,10.5155,10.4882,34.402,34.4241,8.25,8.25,9.197795575,9.166472966,1.03,1.04,1.568,1.246,2.856,3.836,82.642,84,87.066,89.082,166.04,175.868,15.841,17.577,26.97,22.413,304.696,309.036,5.25,3.55,0.0442,0.0328,12.3,0.180232296,88.01,229.67375,313.4150685,1300,4.010333333,0.955861568,7.69660274,2.74630137,5.768090959,0.457689498,83.00160256
201802,대한해협,1,10.6497,9.595,34.4199,34.3381,8.25,8.22,9.164104016,8.81262015,1.44,0.76,0.658,5.726,3.15,3.906,87.094,108.374,90.902,118.006,168.77,204.33,16.337,19.716,24.676,27.032,319.788,372.68,4.4,5.75,0.1026,0.0618,10.3,0.180232296,88.01,229.67375,313.4150685,1300,4.010333333,0.955861568,7.69660274,2.74630137,5.768090959,0.457689498,83.00160256
201802,대한해협,1,10.5936,10.4028,34.2576,34.4003,8.23,8.23,9.096720899,9.09907243,1.42,1.09,1.974,1.974,3.598,3.948,94.416,96.138,99.988,102.06,181.608,175.224,17.174,18.507,26.04,23.002,342.132,344.148,3.7,6.1,0.056,0.0434,5.8,0.180232296,88.01,229.67375,313.4150685,1300,4.010333333,0.955861568,7.69660274,2.74630137,5.768090959,0.457689498,83.00160256
201802,대한해협,1,10.7075,10.4902,34.4021,34.405,8.24,8.23,9.130412458,8.947421223,1.44,0.89,1.554,3.038,3.416,4.046,93.506,92.834,98.476,99.918,180.306,175.098,16.895,17.577,24.645,22.103,328.468,330.148,5.4,5.3,0.0482,0.05,6.4,0.180232296,88.01,229.67375,313.4150685,1300,4.010333333,0.955861568,7.69660274,2.74630137,5.768090959,0.457689498,83.00160256
201802,대한해협,1,11.24,11.1738,34.3925,34.4069,8.19,8.25,9.286415681,9.173927771,0.77,0.98,15.988,15.20866667,8.806,9.291333333,86.254,85.092,111.048,109.592,203.504,185.2946667,14.89033333,13.62966667,24.47966667,19.82966667,307.496,306.292,5.65,7.05,0.028,0.0478,4,0.254323614,88.01,229.67375,222.0306806,966.6666667,2.969388889,0.923879212,6.089124049,2.223923135,5.274643973,0.334112443,58.55662393
201802,대한해협,2,11.0371,11.0921,34.1658,34.3525,8.18,8.24,9.307194534,9.239703102,1.16,1.19,111.5286667,29.148,17.25266667,10.164,201.936,100.282,330.7173333,139.594,423.7286667,228.5966667,17.33933333,14.42533333,28.892,23.32233333,341.516,306.124,23.85,23.65,0.0788,0.22,4,0.254323614,88.01,229.67375,222.0306806,966.6666667,2.969388889,0.923879212,6.089124049,2.223923135,5.274643973,0.334112443,58.55662393
201802,대한해협,1,10.8806,11.0103,34.2113,34.2607,8.19,8.24,9.274294684,9.25008868,0.75,0.89,47.768,45.63533333,14.336,14.25666667,126.224,149.646,188.328,209.538,272.202,272.034,15.531,15.97533333,25.90566667,24.07666667,297.948,298.928,8.85,4.35,0.0312,0.126,4,0.254323614,88.01,229.67375,222.0306806,966.6666667,2.969388889,0.923879212,6.089124049,2.223923135,5.274643973,0.334112443,58.55662393
201802,대한해협,1,10.8942,9.8765,34.3555,34.3556,8.26,8.27,9.320234428,9.027574858,0.74,0.98,7.172666667,14.50866667,6.010666667,6.178666667,153.05,100.562,166.2333333,121.2493333,191.702,212.982,14.65266667,17.00866667,24.82066667,24.60366667,324.884,315.784,2.95,5.45,0.778,1.06,5,0.254323614,88.01,229.67375,222.0306806,966.6666667,2.969388889,0.923879212,6.089124049,2.223923135,5.274643973,0.334112443,58.55662393
